sku,name,category_id,category_name,stock,b2b_price,site_price_est,sales_count,oem,has_image,image_count,path,source_id
ESB 691 10,TIR ÖN DİSK BİJONU 65 MM,disk-bijonu-civatasi,Disk Bijonu/Civatası,1119,155.7812892636,205.63,0.0,42117445,True,4,/tir-on-disk-bijonu-65-mm-p4373,4373
ESB 650 10,85-12 İveco Disk Bijonu,disk-bijonu-civatasi,Disk Bijonu/Civatası,36,101.9451084152,134.57,0.0,,True,4,/85-12-iveco-disk-bijonu-p4372,4372
ESB 640 20,Eurubüs Ön Disk Bijonu,disk-bijonu-civatasi,Disk Bijonu/Civatası,430,137.454078762,181.44,0.0,42117433-7168838,True,1,/eurubus-on-disk-bijonu-p4370,4370
ESB 621 20,Bijon Dps,bijon,Bijon,2301,155.7812892636,205.63,0.0,2476077-7168580-42117449-42101338,True,4,/bijon-dps-p4367,4367
ESB 621 10,Bijon Dps,bijon,Bijon,3592,166.0903451708,219.24,0.0,42117455-42064826,True,4,/bijon-dps-p4366,4366
ESB 620 20,Bijon Dps,bijon,Bijon,1761,155.7812892636,205.63,0.0,42117452-2475870,True,4,/bijon-dps-p4364,4364
ESB 620 10,Bijon Dps,bijon,Bijon,2767,166.0903451708,219.24,0.0,42117457,True,4,/bijon-dps-p4363,4363
ESB 611 10,BİJON 50 NC ARKA/FARKLI-64 MM,bijon,Bijon,166,112.2541643223,148.18,0.0,7168257,True,4,/bijon-50-nc-arka-farkli-64-mm-p4361,4361
ESB 610 20,50 NC Ön,bijon,Bijon,34,100.7996577588,133.06,0.0,7168346 - 7161201,True,4,/50-nc-on-p4359,4359
ESB 610 10,Bijon Dps,bijon,Bijon,930,100.7996577588,133.06,0.0,46390478-42117463-7168257,True,4,/bijon-dps-p4357,4357
ESB 532 10,As 26 200 - As 26 235 - As 32 260 Dingil,bijon,Bijon,210,166.0903451708,219.24,0.0,21022167,True,4,/as-26-200-as-26-235-as-32-260-dingil-p4355,4355
ESB 530 20,As 26 200 - As 26 235 - As 32 260 Ön,bijon,Bijon,1710,166.0903451708,219.24,0.0,15033-T,True,4,/as-26-200-as-26-235-as-32-260-on-p4354,4354
ESB 530 10,As 26 200 - As 26 235 - As 32 260 Arka,bijon,Bijon,2285,166.0903451708,219.24,60.0,15034,True,4,/as-26-200-as-26-235-as-32-260-arka-p4353,4353
ESB 461 20,Bijon Dps,bijon,Bijon,972,166.0903451708,219.24,0.0,,True,4,/bijon-dps-p4346,4346
ESB 422 10,Bijon Dps,bijon,Bijon,1040,177.5448517343,234.36,0.0,FC461118CA,True,4,/bijon-dps-p4341,4341
ESB 421 20,Bijon Dps,bijon,Bijon,2177,166.0903451708,219.24,0.0,20515515,True,4,/bijon-dps-p4340,4340
ESB 420 20,Bijon Dps,bijon,Bijon,530,166.0903451708,219.24,0.0,,True,4,/bijon-dps-p4339,4339
ESB 420 10,Bijon Dps,bijon,Bijon,3323,166.0903451708,219.24,0.0,81DB118CA,True,5,/bijon-dps-p4338,4338
ESB 4000 25,AXOR YM DİSK CİVATASI,disk-bijonu-civatasi,Disk Bijonu/Civatası,2385,83.4,110.09,40.0,,True,2,/axor-ym-disk-civatasi-p4336,4336
ESB 4000 14,ALYAN BAŞLIKLI DİSK CİVATASI,disk-bijonu-civatasi,Disk Bijonu/Civatası,4852,66.78,88.15,0.0,9429900004-9429902804,True,3,/alyan-baslikli-disk-civatasi-p4335,4335
ESB 4000 11,DİSK CİVATASI DENGELEYİCİ,disk-bijonu-civatasi,Disk Bijonu/Civatası,1961,66.78,88.15,0.0,SFAX0049-4375100410,True,3,/disk-civatasi-dengeleyici-p4334,4334
ESB 4000 10,AXOR ANAHTAR BAŞLI DİSK CİVATASI,disk-bijonu-civatasi,Disk Bijonu/Civatası,4780,66.78,88.15,40.0,4343291410 - SFAX0050,True,4,/axor-anahtar-basli-disk-civatasi-p4333,4333
ESB 3912 20,BİJON OTOKAR KENT ÖN DİSK (KARSAN NO: 4472 336 520),bijon,Bijon,380,165.03535,217.85,0.0,,True,4,/bijon-otokar-kent-on-disk-karsan-no-4472-336-520-p4332,4332
ESB 351 10-R,BİJON BMC ARKA/SAĞ (FRZ.ÇAPI:24 MM)-110 MM,bijon,Bijon,350,166.0903451708,219.24,0.0,,True,4,/bijon-bmc-arka-sag-frz-capi-24-mm-110-mm-p4327,4327
ESB 345 10,BİJON 935 Profesyonel Arka Bijon (145 MM),bijon,Bijon,370,197.0175128922,260.06,0.0,,True,4,/bijon-935-profesyonel-arka-bijon-145-mm-p4324,4324
ESB 344 10,BİJON 270 FATİH / 827 PROF. ARKA (132 MM),bijon,Bijon,420,197.0175128922,260.06,0.0,,True,4,/bijon-270-fatih-827-prof-arka-132-mm-p4323,4323
ESB 342 10,BİJON FATİH İNT./PROF.ARKA-117 MM TAKVİYELİ,bijon,Bijon,8826,166.0903451708,219.24,60.0,,True,4,/bijon-fatih-int-prof-arka-117-mm-takviyeli-p4322,4322
ESB 340 20,BİJON FATİH İNT./PROF.ÖN,bijon,Bijon,3606,166.0903451708,219.24,60.0,7K60192,True,4,/bijon-fatih-int-prof-on-p4319,4319
ESB 340 10,BİJON FATİH İNT./PROF.ARKA-117 MM,bijon,Bijon,3989,166.0903451708,219.24,0.0,7K60177KOM-760177,True,4,/bijon-fatih-int-prof-arka-117-mm-p4316,4316
ESB 330 20,BİJON 214.26 DEV FATİH ÖN/E.M.-82 MM,bijon,Bijon,80,166.0903451708,219.24,0.0,7K13123,True,4,/bijon-214-26-dev-fatih-on-e-m-82-mm-p4315,4315
ESB 310 10-R,BİJON 162 FATİH ARKA/SAĞ-110 MM,bijon,Bijon,10,155.7812892636,205.63,0.0,K5C2150,True,1,/bijon-162-fatih-arka-sag-110-mm-p4306,4306
ESB 272 10,Bijon Dps,bijon,Bijon,259,155.7812892636,205.63,0.0,81455010174,True,3,/bijon-dps-p4300,4300
ESB 261 10,TGA Man Arka Frezeli,bijon,Bijon,150,155.7812892636,205.63,0.0,TGA Man Arka Frezeli,True,3,/tga-man-arka-frezeli-p4297,4297
ESB 260 20,Bijon TGA Man Ön Frezeli,bijon,Bijon,914,155.7812892636,205.63,20.0,81455010133 - 81455010129,True,3,/bijon-tga-man-on-frezeli-p4296,4296
ESB 260 10,Bijon Dps,bijon,Bijon,2093,155.7812892636,205.63,0.0,81455010131-81455010176,True,3,/bijon-dps-p4295,4295
ESB 2413 10,BİJON GİGANT DİNGİL-95 MM,bijon,Bijon,480,188.0079225,248.17,0.0,9713579,True,4,/bijon-gigant-dingil-95-mm-p4294,4294
ESB 2412 20,BİJON OTOKAR SULTAN DİSK ÖN,bijon,Bijon,520,130.58595,172.37,0.0,,True,4,/bijon-otokar-sultan-disk-on-p4293,4293
ESB 2412 10,BİJON OTOKAR SULTAN ARKA DİSK,bijon,Bijon,210,130.5813748239,172.37,0.0,,True,4,/bijon-otokar-sultan-arka-disk-p4292,4292
ESB 2321 10,Renault 210 Disk Bijonu,disk-bijonu-civatasi,Disk Bijonu/Civatası,970,146.6176840128,193.54,0.0,,True,4,/renault-210-disk-bijonu-p4285,4285
ESB 2318 10,Renault Magnum 114 mm,bijon,Bijon,200,166.0903451708,219.24,0.0,5010241892,True,1,/renault-magnum-114-mm-p4282,4282
ESB 2317 20,"BİJON RENAULT 440 ÖN DİSK-79,50 MM (YUVARLAK KAFA) 25MM (2311-20)",bijon,Bijon,1392,166.0903451708,219.24,0.0,20515514-7420515514,True,4,/bijon-renault-440-on-disk-79-50-mm-yuvarlak-kafa-25mm-2311-20-p4281,4281
ESB 2316 20,BİJON DPS RENAULT 440 ARKA DİSK,bijon,Bijon,4747,166.0903451708,219.24,30.0,20515517-7420515517,True,4,/bijon-dps-renault-440-arka-disk-p4280,4280
ESB 2316 10,BİJON RENAULT 370-420-440 ARKA DİSK -114 MM CARGO 3238,bijon,Bijon,350,166.0903451708,219.24,0.0,20524942-21147687-7421147687,True,4,/bijon-renault-370-420-440-arka-disk-114-mm-cargo-3238-p4278,4278
ESB 2313 10,BİJON RENAULT 370-420 DİSK ÖN-70 MM,bijon,Bijon,429,166.0903451708,219.24,0.0,5000737601,True,4,/bijon-renault-370-420-disk-on-70-mm-p4277,4277
ESB 2312 10,BİJON RENAULT 370-420 DİSK ARKA-95 MM (FLANŞLI),bijon,Bijon,1405,179.835753047,237.38,0.0,5010566244,True,4,/bijon-renault-370-420-disk-arka-95-mm-flansli-p4276,4276
ESB 2311 20,BİJON RENAULT 370 ÖN KAMPANALI -79 MM (2317 20),bijon,Bijon,150,166.0903451708,219.24,0.0,5010319141-190221,True,1,/bijon-renault-370-on-kampanali-79-mm-2317-20-p4275,4275
ESB 2311 10,BİJON DPS RENO 370-420 ÇEKER,bijon,Bijon,330,179.835753047,237.38,0.0,5010439317-5010439406,True,4,/bijon-dps-reno-370-420-ceker-p4274,4274
ESB 2310 10,BİJON RENAULT 370-420-430 ARKA-103 MM KAMPANALI,bijon,Bijon,807,166.0903451708,219.24,0.0,0000190220-190513,True,4,/bijon-renault-370-420-430-arka-103-mm-kampanali-p4273,4273
ESB 2240 10,Efe Dorse Dipten Frezeli Bijon (100 mm),bijon,Bijon,160,213.0538220811,281.23,0.0,Efe Dorse Dipten Frezeli Bijon (100 mm),True,4,/efe-dorse-dipten-frezeli-bijon-100-mm-p4271,4271
ESB 2117 10,BİJON DPS FRUEHAUF- SMB,bijon,Bijon,330,176.40425,232.85,0.0,M069131-M200048-M69131-M069123,True,4,/bijon-dps-fruehauf-smb-p4270,4270
ESB 2112 10,Fruehauf Dorse 106 mm,bijon,Bijon,570,176.3994010779,232.85,0.0,A-FA0230,True,4,/fruehauf-dorse-106-mm-p4268,4268
ESB 2111 10,Bijon Dps,bijon,Bijon,380,176.3994010779,232.85,0.0,AJA0491001-AJB11623A-M006891-15613-11623- 6891,True,1,/bijon-dps-p4267,4267
ESB 2110 10,Bijon Dps,bijon,Bijon,420,176.3994010779,232.85,0.0,20630-AJA491002-AJA0491002-M003133-17328- 3133-491002,True,4,/bijon-dps-p4266,4266
ESB 2033 10,Sertel Dingil Bijonu 100 mm,bijon,Bijon,639,166.0903451708,219.24,0.0,,True,4,/sertel-dingil-bijonu-100-mm-p4265,4265
ESB 2032 10,Bijon Dps,bijon,Bijon,27690,166.0903451708,219.24,0.0,,False,0,/bijon-dps-p4263,4263
ESB 2030 10,Bijon Dps,bijon,Bijon,2401,166.0903451708,219.24,30.0,,True,4,/bijon-dps-p4262,4262
ESB 2010 10,Pilot Dorse,bijon,Bijon,3080,166.0903451708,219.24,30.0,,True,4,/pilot-dorse-p4258,4258
ESB 1915 10,Bijon Dps,bijon,Bijon,1331,176.3994010779,232.85,60.0,,True,4,/bijon-dps-p4255,4255
ESB 1914 10,Tır Dorse 22X1.5,bijon,Bijon,1943,176.3994010779,232.85,0.0,,True,4,/tir-dorse-22x1-5-p4254,4254
ESB 1818 10,Bijon Dps,bijon,Bijon,105,166.0903451708,219.24,0.0,1303111811-3302115600,True,4,/bijon-dps-p4249,4249
ESB 1817 20,"BİJON SAF DORSE ÖN/DİSK/FREZELİ 65,50 MM",bijon,Bijon,4049,166.0903451708,219.24,20.0,,True,4,/bijon-saf-dorse-on-disk-frezeli-65-50-mm-p4248,4248
ESB 1816 10,Bijon Dps,bijon,Bijon,3468,166.0903451708,219.24,60.0,1303112010-3302115700,True,4,/bijon-dps-p4246,4246
ESB 1815 10,Bijon Dps,bijon,Bijon,3112,166.0903451708,219.24,0.0,1303107511-1303107510-3302107600-A5446,True,4,/bijon-dps-p4245,4245
ESB 1813 10,BİJON SAF DORSE İVECO FREZELİ-73 MM DİSK,bijon,Bijon,10223,166.0903451708,219.24,0.0,1303111810 - 13031117410,True,4,/bijon-saf-dorse-iveco-frezeli-73-mm-disk-p4244,4244
ESB 1811 10,BiJON SAF DORSE 83 MM SAFİR YM,bijon,Bijon,1944,166.0903451708,219.24,50.0,1303107412-3302107800-1303107413-1303107411-1303107410,True,4,/bijon-saf-dorse-83-mm-safir-ym-p4242,4242
ESB 1725 10,Bijon Dps,bijon,Bijon,2130,166.0903451708,219.24,0.0,329633120- 329633121,True,1,/bijon-dps-p4238,4238
ESB 1723 10,Bijon Dps,bijon,Bijon,261,166.0903451708,219.24,60.0,0329633141,True,4,/bijon-dps-p4236,4236
ESB 1722 10,Bijon Dps,bijon,Bijon,21126,166.0903451708,219.24,40.0,329633110,True,4,/bijon-dps-p4234,4234
ESB 1719 10,Bijon Dps,bijon,Bijon,1650,182.1266543597,240.41,0.0,329623150-980623270,True,1,/bijon-dps-p4232,4232
ESB 1714 10,Bijon Dps,bijon,Bijon,1428,182.1266543597,240.41,0.0,329623170-980623220-8241000989,True,4,/bijon-dps-p4231,4231
ESB 1711 10,Bpw Dorse Takviyeli,bijon,Bijon,1019,182.1266543597,240.41,0.0,329613170,True,4,/bpw-dorse-takviyeli-p4229,4229
ESB 160 20-1,BİJON MERCEDES 403 ÖN BİJON (DPS),bijon,Bijon,220,148.3845,195.87,0.0,3384015071,True,4,/bijon-mercedes-403-on-bijon-dps-p4227,4227
ESB 1511 10,BİJON VOLVO İSPİT T ARKA-100 MM,bijon,Bijon,60,148.9085853255,196.56,0.0,272740-288799-250708600-659112611,True,2,/bijon-volvo-ispit-t-arka-100-mm-p4224,4224
ESB 1426 20,Bijon Dps,bijon,Bijon,1995,166.0903451708,219.24,0.0,7420515515-20515515,True,4,/bijon-dps-p4222,4222
ESB 1426 10,Bijon Dps,bijon,Bijon,4956,175.2539504215,231.34,0.0,20515519-7420515519,True,4,/bijon-dps-p4221,4221
ESB 1414 10,Bijon Dps,bijon,Bijon,1074,166.0903451708,219.24,0.0,20524942-7421147687,True,4,/bijon-dps-p4219,4219
ESB 1412 10,Bijon Dps,bijon,Bijon,1690,175.2539504215,231.34,0.0,3963997,True,1,/bijon-dps-p4216,4216
ESB 1411 10,BİJON VOLVO ARKA UZUN-117 MM ÇAP 27 MM BÜYÜK KAFA,bijon,Bijon,1452,182.1266543597,240.41,0.0,20428545-15890088,True,4,/bijon-volvo-arka-uzun-117-mm-cap-27-mm-buyuk-kafa-p4215,4215
ESB 1410 20,Bijon Dps,bijon,Bijon,1997,166.0903451708,219.24,0.0,1573081,True,4,/bijon-dps-p4214,4214
ESB 1410 10,Bijon Dps,bijon,Bijon,1404,166.0903451708,219.24,0.0,1573082,True,4,/bijon-dps-p4213,4213
ESB 1313 10,BİJON ROR DORSE-85 MM,bijon,Bijon,280,182.1266543597,240.41,0.0,21022167,True,2,/bijon-ror-dorse-85-mm-p4211,4211
ESB 1312 10,Bijon Dps,bijon,Bijon,130,182.1266543597,240.41,0.0,21020977-21020997,True,2,/bijon-dps-p4210,4210
ESB 111 20-1,Bijon Dps,bijon,Bijon,80,150.6615,198.87,0.0,3814010171-3174010371-3274010471-3054010071,True,3,/bijon-dps-p4204,4204
ESB 1014 10,Bijon Dps,bijon,Bijon,635,166.0903451708,219.24,0.0,620646 - 1309191 - 99730,True,4,/bijon-dps-p4196,4196
ESB 1013 10,Bijon Dps,bijon,Bijon,1136,166.0903451708,219.24,0.0,99720-1337020,True,4,/bijon-dps-p4195,4195
ESB 1012 10,Bijon Dps,bijon,Bijon,905,166.0945,219.24,0.0,99731-1309190-1356736-890763,True,4,/bijon-dps-p4194,4194
ESB 1010 20,Bijon Dps,bijon,Bijon,967,166.0903451708,219.24,0.0,99730-1309191-620646,True,4,/bijon-dps-p4193,4193
ESB 1010 10,Bijon Dps,bijon,Bijon,1272,175.2539504215,231.34,0.0,99717-1373007-1308038-620649,True,4,/bijon-dps-p4192,4192
ESC 80328,Otomatik Fren Cırcırı,otomatik-fren-circiri,Otomatik Fren Cırcırı,3,1265.0,1669.8,0.0,81506106255-81506106259-80087,True,4,/otomatik-fren-circiri-p3754,3754
ESC 79374,EKERSAN 423071 MAN 26-281 CIRCIR SOL,fren-circiri,Fren Cırcırı,38,1265.0,1669.8,0.0,81506106077-81506106129-81506106187-81506106221-815061033187-4731733-70731-60501-70965-72986-72509-2625- 42625,True,4,/ekersan-423071-man-26-281-circir-sol-p3677,3677
ESC 79373,423070 MAN 26-281 CIRCIR SAĞ,fren-circiri,Fren Cırcırı,50,1265.0,1669.8,0.0,42620-2620-6001-72508-72985-70964-70730-60001-4731725-1004000-815061032188-81506106220-81506106188-81506106128-81506106078,True,4,/423070-man-26-281-circir-sag-p3676,3676
ESC 79361,Otomatik Fren Cırcırı Man Ön Sağ,otomatik-fren-circiri,Otomatik Fren Cırcırı,74,1265.0,1669.8,0.0,81506106084-81506106154-81506106212-81506107154-79211-72971-72321-70723-2090-42090-14722-4731642,True,4,/otomatik-fren-circiri-man-on-sag-p3671,3671
ESC 78198,EKERSAN SCANIA 4020 FREN CIRCIRI SAĞ,fren-circiri,Fren Cırcırı,19,1265.0,1669.8,0.0,,True,4,/ekersan-scania-4020-fren-circiri-sag-p3616,3616
ESC 78197,EKERSAN SCANIA 4021 FREN CIRCIRI SOL,fren-circiri,Fren Cırcırı,17,1265.0,1669.8,0.0,,True,4,/ekersan-scania-4021-fren-circiri-sol-p3615,3615
ESC 72878,FREN CIRCIRI SCANIA 2771,fren-circiri,Fren Cırcırı,23,1265.0,1669.8,0.0,72728,True,4,/fren-circiri-scania-2771-p3498,3498
ESC 72877,FREN CIRCIRI SCANIA 2772,fren-circiri,Fren Cırcırı,22,1265.0,1669.8,0.0,72727,True,4,/fren-circiri-scania-2772-p3497,3497
ESC 72855,EKERSAN 424078 FREN CIRCIR DAF,fren-circiri,Fren Cırcırı,16,1265.0,1669.8,0.0,755617,True,4,/ekersan-424078-fren-circir-daf-p3495,3495
ESC 72854,EKERSAN 424077 FREN CIRCIR DAF,fren-circiri,Fren Cırcırı,16,1265.0,1669.8,0.0,755616,True,4,/ekersan-424077-fren-circir-daf-p3494,3494
ESC 72735,EKERSAN 3226 MARATON CIRCIR ARKA,fren-circiri,Fren Cırcırı,6,1265.0,1669.8,0.0,807632,True,4,/ekersan-3226-maraton-circir-arka-p3469,3469
ESC 72695,DAF,fren-circiri,Fren Cırcırı,4,1265.0,1669.8,0.0,43660-72313-297172-159564,True,5,/daf-p3461,3461
ESC 72694,DAF,fren-circiri,Fren Cırcırı,4,1265.0,1669.8,0.0,159563-297173-72312-43655,True,4,/daf-p3460,3460
ESC 72689,Otomatik Fren Cırcırı,otomatik-fren-circiri,Otomatik Fren Cırcırı,2,1265.0,1669.8,0.0,105016001-12103631-361543-2025- 42025-72301-46036-159590,True,4,/otomatik-fren-circiri-p3457,3457
ESC 72688,Otomatik Fren Cırcırı,otomatik-fren-circiri,Otomatik Fren Cırcırı,11,1265.0,1669.8,0.0,159589-46035-72302-42020-2020-361544-12103554-105015001,True,4,/otomatik-fren-circiri-p3456,3456
ESC 72363,MERCEDES V-8 OTOBÜS ARKA CIRCIR R-L,fren-circiri,Fren Cırcırı,1,1265.0,1669.8,0.0,72213-42130-14693-14694-2130-4731287-3014201138,True,1,/mercedes-v-8-otobus-arka-circir-r-l-p3421,3421
ESC 507401,Mekanik Fren Cırcırı Mercedes Sol,mekanik-fren-circiri,Mekanik Fren Cırcırı,28,943.0,1244.76,0.0,517454700-2100212902-3464201838-3484201838-5021172204,True,4,/mekanik-fren-circiri-mercedes-sol-p3249,3249
ESC 407401,Mekanik Fren Cırcırı Mercedes Sağ,mekanik-fren-circiri,Mekanik Fren Cırcırı,32,943.0,1244.76,0.0,517454690-2100212903-3464201738-5021172197-878712,True,4,/mekanik-fren-circiri-mercedes-sag-p1777,1777
ESC 1815,CIRCIR TAMİR TAKIM,fren-circiri,Fren Cırcırı,95,575.0,759.0,0.0,,True,4,/circir-tamir-takim-p1303,1303
EYD 700 14-1,BPW PORYA KAPAĞI GEÇMELİ - TIRNAKLI ORJİNAL YAZILI,porya,Porya,309,530.0,699.6,0.0,,False,0,/bpw-porya-kapagi-gecmeli-tirnakli-orjinal-yazili-p32956,32956
FT 34810-K04F,DORSE KÖRÜĞÜ KOMPLE KÖRÜK,suspansiyon-korugu,Süspansiyon Körüğü,22,2500.0,3300.0,0.0,,False,0,/dorse-korugu-komple-koruk-p32921,32921
421128-1,Kaliper Mekanizması Bilyalı YILDIZ BAŞLI,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,466,550.0,726.0,0.0,,False,0,/kaliper-mekanizmasi-bilyali-yildiz-basli-p32908,32908
EYD 92 30,AKS SOMUN BÜYüK YENİ MODEL VİDALI,somun-civata,Somun / Cıvata,150,800.0,1056.0,0.0,,False,0,/aks-somun-buyuk-yeni-model-vidali-p32612,32612
EYD 70 67,YTE DORSE YAYI,yay,Yay,76,50.0,66.0,0.0,,False,0,/yte-dorse-yayi-p32291,32291
EYD 301 46,MERCEDES PERNO PİMLİ,perno,Perno,50,250.0,330.0,6.0,,True,1,/mercedes-perno-pimli-p32135,32135
FT 3498608-KP,PİSTONLU KOMPLE KÖRÜK,suspansiyon-korugu,Süspansiyon Körüğü,13,2250.0,2970.0,0.0,,False,0,/pistonlu-komple-koruk-p32090,32090
FT 34720,Roll Körük,suspansiyon-korugu,Süspansiyon Körüğü,68,1250.0,1650.0,0.0,"3873280101 , 81436010033 , 1629193 , 0220024100",False,0,/roll-koruk-p32088,32088
EYD 92 28,AKS SOMUN BP E.M BÜYÜK,somun-civata,Somun / Cıvata,156,800.0,1056.0,0.0,,False,0,/aks-somun-bp-e-m-buyuk-p32071,32071
EF-4410329880,MAN ABS SENSÖRÜ SAĞ 300CM,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,20,700.0,924.0,0.0,,False,0,/man-abs-sensoru-sag-300cm-p32027,32027
EF-4410329870,MAN ABS SENSÖRÜ SOL 300CM,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,20,700.0,924.0,0.0,,False,0,/man-abs-sensoru-sol-300cm-p32026,32026
8106-2,24/24 D/P İMD.FREN KÖRÜĞÜ M22 57 mm,fren-korugu,Fren Körüğü,120,2650.0,3498.0,0.0,,False,0,/24-24-d-p-imd-fren-korugu-m22-57-mm-p31981,31981
EYD 100 67-K,20 Nolu Körük Lastiği DERİN KÖRÜKSAN,fren-korugu,Fren Körüğü,36,130.0,171.6,0.0,,False,0,/20-nolu-koruk-lastigi-derin-koruksan-p31973,31973
EYD 100 66-K,16 Nolu Körük Lastiği DERİN KÖRÜKSAN,fren-korugu,Fren Körüğü,40,125.0,165.0,0.0,,False,0,/16-nolu-koruk-lastigi-derin-koruksan-p31972,31972
EYD 100 65-K,36 Nolu Körük Lastiği DERİN KÖRÜKSAN,fren-korugu,Fren Körüğü,10,165.0,217.8,0.0,,False,0,/36-nolu-koruk-lastigi-derin-koruksan-p31971,31971
EYD 100 51-K,12 Nolu Körük Lastiği DERİN KÖRÜKSAN,fren-korugu,Fren Körüğü,35,115.0,151.8,0.0,,False,0,/12-nolu-koruk-lastigi-derin-koruksan-p31970,31970
EYD 100 63-K,30 Nolu Körük Lastiği DERİN KÖRÜKSAN,fren-korugu,Fren Körüğü,50,150.0,198.0,0.0,,False,0,/30-nolu-koruk-lastigi-derin-koruksan-p31969,31969
EYD 100 62-K,24 Nolu Körük Lastiği DERİN KÖRÜKSAN,fren-korugu,Fren Körüğü,56,140.0,184.8,0.0,,False,0,/24-nolu-koruk-lastigi-derin-koruksan-p31968,31968
EYD 100 40-K,30 Nolu Körük Lastiği DÜZ KÖRÜKSAN,fren-korugu,Fren Körüğü,25,145.0,191.4,0.0,,False,0,/30-nolu-koruk-lastigi-duz-koruksan-p31962,31962
FT 34220-2P01,İKİ KATLI KÖRÜK ÇAPRAZ,suspansiyon-korugu,Süspansiyon Körüğü,211,750.0,990.0,0.0,,False,0,/iki-katli-koruk-capraz-p31940,31940
FT 341888,ROLL KÖRÜK,suspansiyon-korugu,Süspansiyon Körüğü,20,950.0,1254.0,0.0,81436010163 - 81436010163 - 81436010162,True,1,/roll-koruk-p31808,31808
424705.S01,Pistonsuz Körük,suspansiyon-korugu,Süspansiyon Körüğü,19,1900.0,2508.0,0.0,81436010155,False,0,/pistonsuz-koruk-p31702,31702
ARF 16/24 D/D - L,ARFESAN 16/24 D/D DİSK TİPİ DORSE İMDATLI KÖRÜK SOL,fren-korugu,Fren Körüğü,90,2250.0,2970.0,62.0,03.130.00.40 - 03.130.00.41,True,1,/arfesan-16-24-d-d-disk-tipi-dorse-imdatli-koruk-sol-p31689,31689
ARF 16/24 D/D - R,ARFESAN 16/24 D/D DİSK TİPİ DORSE İMDATLI KÖRÜK SAĞ,fren-korugu,Fren Körüğü,90,2250.0,2970.0,62.0,03.130.00.40 - 03.130.00.41,True,1,/arfesan-16-24-d-d-disk-tipi-dorse-imdatli-koruk-sag-p31688,31688
FX-3180,FRENCO KALİPER TM.TK.SAF - SOL,kaliper-tamir-takimi,Kaliper Tamir Takımı,1,4750.0,6270.0,0.0,,False,0,/frenco-kaliper-tm-tk-saf-sol-p31678,31678
EYD 075059,SAF JUMBO PABUÇ MAKARASI,fren-pabucu,Fren Pabucu,1,110.0,145.2,0.0,,False,0,/saf-jumbo-pabuc-makarasi-p31649,31649
EF-81.271206176,MAN ABS SENSÖRÜ ÖN SAĞ 150CM,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,19,615.0,811.8,0.0,,True,1,/man-abs-sensoru-on-sag-150cm-p31444,31444
EF-81.271206177,MAN ABS SENSÖRÜ ÖN SOL 150 CM,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,19,615.0,811.8,0.0,,True,1,/man-abs-sensoru-on-sol-150-cm-p31443,31443
FT 34881,DORSE KÖRÜĞÜ PİSTONSUZ,suspansiyon-korugu,Süspansiyon Körüğü,40,1350.0,1782.0,0.0,,True,1,/dorse-korugu-pistonsuz-p31185,31185
ARF 16/24 D/P - R,ARFESAN 16/24 D/P DİSK TİPİ İMDATLI KÖRÜK SAĞ,fren-korugu,Fren Körüğü,82,4250.0,5610.0,0.0,23.616.24.63,False,0,/arfesan-16-24-d-p-disk-tipi-imdatli-koruk-sag-p30830,30830
EYD 301 05-2,SERİN/BPW DORSE MAKARA TAKIMI 45 LİK BURÇLU,burc-muylu,Burç / Muylu,4778,175.0,231.0,12.0,,True,1,/serin-bpw-dorse-makara-takimi-45-lik-burclu-p30632,30632
ARF 24 SFK D - L,ARFESAN 24 LÜK SFK DiSK FREN KÖRÜĞÜ SOL,fren-korugu,Fren Körüğü,53,1500.0,1980.0,0.0,01.124.00.08,False,0,/arfesan-24-luk-sfk-disk-fren-korugu-sol-p30621,30621
EF-4410321930,ABS SENSÖRÜ ÖN YENİ MODEL ACTROS AROX EURO6,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,23,675.0,891.0,0.0,,True,1,/abs-sensoru-on-yeni-model-actros-arox-euro6-p30471,30471
ARF 20 SFK D - R,ARFESAN 20 LİK SFK DiSK FREN KÖRÜĞÜ SAĞ,fren-korugu,Fren Körüğü,36,1500.0,1980.0,0.0,01.120.00.93,False,0,/arfesan-20-lik-sfk-disk-fren-korugu-sag-p30444,30444
ARF 30/30 D/P- K,ARFESAN 30/30 D/P KAMPANA TİPİ İMDATLI KÖRÜK,fren-korugu,Fren Körüğü,114,4750.0,6270.0,0.0,23.730.30.06,False,0,/arfesan-30-30-d-p-kampana-tipi-imdatli-koruk-p30386,30386
ARF 24/24 D/P- K,ARFESAN 24/24 D/P KAMPANA TİPİ İMDATLI KÖRÜK,fren-korugu,Fren Körüğü,3,4750.0,6270.0,0.0,23.724.24.158,False,0,/arfesan-24-24-d-p-kampana-tipi-imdatli-koruk-p30385,30385
