"id","slug","name","sku","oem","brand","category","group","stock","price","seoUrl"
"486","gigant-krone-dorse-plastik-pistonlu-427003-kp-ekersan","GİGANT KRONE DORSE PLASTİK PİSTONLU -","427003.KP","515069174 , 09377003","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","50","2904","https://frenciniz.com/urun/486/gigant-krone-dorse-plastik-pistonlu-427003-kp-ekersan"
"487","ford-f-max-cekici-plastik-pistonlu-425832-cp-ekersan","FORD F-MAX CEKİCİ PLASTİK PİSTONLU","425832.CP","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","98","2904","https://frenciniz.com/urun/487/ford-f-max-cekici-plastik-pistonlu-425832-cp-ekersan"
"488","sertel-diskli-porya-200-mm-boy-esp-30-04-ekersan","SERTEL DİSKLİ PORYA 200 MM BOY","ESP.30.04","","Ekersan","Porya","PORYA","3","6223.8","https://frenciniz.com/urun/488/sertel-diskli-porya-200-mm-boy-esp-30-04-ekersan"
"489","sertel-diskli-porya-boy-192-boy-esp-30-03-ekersan","SERTEL DİSKLİ PORYA BOY 192 BOY","ESP.30.03","","Ekersan","Porya","PORYA","1","5920.2","https://frenciniz.com/urun/489/sertel-diskli-porya-boy-192-boy-esp-30-03-ekersan"
"490","ford-f-max-diskli-diferansiyel-porya-dc461106-af-yeni-urun-esp-08-16-ekersan","FORD F-MAX DİSKLİ DİFERANSİYEL PORYA DC461106-AF (YENİ ÜRÜN)","ESP.08.16","DC461106AF","Ekersan","Porya","PORYA","1","8045.4","https://frenciniz.com/urun/490/ford-f-max-diskli-diferansiyel-porya-dc461106-af-yeni-urun-esp-08-16-ekersan"
"491","aydin-dingil-somunu-eyd-92-07-ekersan","AYDIN DİNGİL SOMUNU","EYD 92 07","","Ekersan","Bijon","BİJON","43","462","https://frenciniz.com/urun/491/aydin-dingil-somunu-eyd-92-07-ekersan"
"492","mustafa-ceylan-dingil-somunu-eyd-92-06-ekersan","MUSTAFA CEYLAN DİNGİL SOMUNU","EYD 92 06","","Ekersan","Bijon","BİJON","42","462","https://frenciniz.com/urun/492/mustafa-ceylan-dingil-somunu-eyd-92-06-ekersan"
"493","porya-scania-volvo-esp-04-05-ekersan","Porya Scania Volvo","ESP.04.05","1391617, 1388906, 1818003, 2019853, 2120485","Ekersan","Porya","PORYA","3","11233.2","https://frenciniz.com/urun/493/porya-scania-volvo-esp-04-05-ekersan"
"494","16-24-d-p-imd-fren-korugu-uzun-64-cm-8125-1-ekersan","16/24 D/P İMD.FREN KÖRÜĞÜ UZUN 64 CM","8125-1","8682644620312","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","76","3432","https://frenciniz.com/urun/494/16-24-d-p-imd-fren-korugu-uzun-64-cm-8125-1-ekersan"
"495","ford-cargo-f-max-diskli-cekici-porya-esp-08-13-ekersan","FORD CARGO F-MAX DİSKLİ ÇEKİCİ PORYA","ESP.08.13","DC461106-AB, FC461116A","Ekersan","Porya","PORYA","1","9867","https://frenciniz.com/urun/495/ford-cargo-f-max-diskli-cekici-porya-esp-08-13-ekersan"
"496","pabuc-bp-y-m-ceneli-360-200-sac-makarasiz-03-7100-300-031-00-ekersan","PABUÇ - BP Y.M.ÇENELİ 360/200 - SAÇ MAKARASIZ","03.7100.300.031.00","05.091.19.34.0","Ekersan","Fren Pabucu","FREN PABUÇLARI","144","1062.6","https://frenciniz.com/urun/496/pabuc-bp-y-m-ceneli-360-200-sac-makarasiz-03-7100-300-031-00-ekersan"
"497","porya-bpw-ecoplus-esp-16-12-08-ekersan","Porya BPW ECOPlus","ESP.16.12.08","0327243120","Ekersan","Porya","PORYA","1","6072","https://frenciniz.com/urun/497/porya-bpw-ecoplus-esp-16-12-08-ekersan"
"498","abs-sensor-dik-250-cm-axor-ef-4410329200-ekersan","ABS SENSÖR DİK 250 CM AXOR","EF-4410329200","AXOR","Ekersan","ABS Sensörü/Modülü/Kablo","SENSÖR VE UZATMALAR","9","726","https://frenciniz.com/urun/498/abs-sensor-dik-250-cm-axor-ef-4410329200-ekersan"
"499","abs-sensor-duz-40-cm-ef-4410329050-ekersan","ABS SENSÖR DÜZ 40 CM","EF-4410329050","","Ekersan","ABS Sensörü/Modülü/Kablo","SENSÖR VE UZATMALAR","169","462","https://frenciniz.com/urun/499/abs-sensor-duz-40-cm-ef-4410329050-ekersan"
"500","abs-sensor-l-40-cm-ef-4410328080-ekersan","ABS SENSÖR L 40 CM","EF-4410328080","","Ekersan","ABS Sensörü/Modülü/Kablo","SENSÖR VE UZATMALAR","316","462","https://frenciniz.com/urun/500/abs-sensor-l-40-cm-ef-4410328080-ekersan"
"501","sf-hdx-modul-t-perno-tm-tk-ch6001-ekersan","SF HDX MODUL T PERNO TM TK","CH6001","SAF 3 434 3861 00 - HALDEX 95397","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","3","2007.72","https://frenciniz.com/urun/501/sf-hdx-modul-t-perno-tm-tk-ch6001-ekersan"
"502","b-v-yeni-set-komple-sag-chs5005-ekersan","B.V YENİ SET KOMPLE SAĞ","CHS5005","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","1","11180.4","https://frenciniz.com/urun/502/b-v-yeni-set-komple-sag-chs5005-ekersan"
"503","kaliper-mekanizma-seti-y-m-ch5033-ekersan","KALİPER MEKANİZMA SETİ Y.M.","CH5033","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","254","8250","https://frenciniz.com/urun/503/kaliper-mekanizma-seti-y-m-ch5033-ekersan"
"504","modulx-gen-2-mekanizma-komple-set-ch4035-ekersan","MODULX GEN-2 MEKANİZMA KOMPLE SET","CH4035","","Ekersan","Kaliper Tamir Takımı (Modulx)","KALİPER ÜRÜNLERİ","28","13739.88","https://frenciniz.com/urun/504/modulx-gen-2-mekanizma-komple-set-ch4035-ekersan"
"505","mb-arcs-set-sol-chs3014-ekersan","MB ARCS SET (SOL)","CHS3014","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","9","13768.92","https://frenciniz.com/urun/505/mb-arcs-set-sol-chs3014-ekersan"
"506","mb-arcs-set-sag-chs3013-ekersan","MB ARCS SET (SAĞ)","CHS3013","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","9","13768.92","https://frenciniz.com/urun/506/mb-arcs-set-sag-chs3013-ekersan"
"507","arcs-kaliper-tasiyici-on-sol-ch3284-ekersan","ARCS KALİPER TAŞIYICI ÖN SOL","CH3284","A0004216506 - 6409157424","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","2","7986","https://frenciniz.com/urun/507/arcs-kaliper-tasiyici-on-sol-ch3284-ekersan"
"508","arcs-kaliper-tasiyici-on-sag-ch3283-ekersan","ARCS KALİPER TAŞIYICI ÖN SAĞ","CH3283","A0004216406 - 6409157434","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","1","7986","https://frenciniz.com/urun/508/arcs-kaliper-tasiyici-on-sag-ch3283-ekersan"
"509","pan17-19-kaliper-ust-kapagi-ch3193-ekersan","PAN17-19 KALİPER ÜST KAPAĞI","CH3193","","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","2","4631.88","https://frenciniz.com/urun/509/pan17-19-kaliper-ust-kapagi-ch3193-ekersan"
"510","pan19-1-22-1-ayar-tasiyici-mekanizmali-set-ch3173-ekersan","PAN19-1/22-1 AYAR TAŞIYICI MEKANİZMALI SET","CH3173","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","28","3115.2","https://frenciniz.com/urun/510/pan19-1-22-1-ayar-tasiyici-mekanizmali-set-ch3173-ekersan"
"511","kaliper-mekanizma-ve-kapak-seti-ch2225-ekersan","Kaliper Mekanizma Ve Kapak Seti","CH2225","20-2606","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","16","5718.24","https://frenciniz.com/urun/511/kaliper-mekanizma-ve-kapak-seti-ch2225-ekersan"
"512","elsa2-mekanizmali-aluminyum-kapak-tk-ch2224-ekersan","ELSA2 MEKANİZMALI ALÜMİNYUM KAPAK TK","CH2224","","Ekersan","Kaliper Tamir Takımı (Elsa)","KALİPER ÜRÜNLERİ","4","5718.24","https://frenciniz.com/urun/512/elsa2-mekanizmali-aluminyum-kapak-tk-ch2224-ekersan"
"513","elsa195-225-perno-tm-tk-tek-cizgili-ch2210-ekersan","ELSA195-225 PERNO TM TK (TEK ÇİZGİLİ)","CH2210","CMSK.7.1","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","12","3306.6","https://frenciniz.com/urun/513/elsa195-225-perno-tm-tk-tek-cizgili-ch2210-ekersan"
"514","elsa195-225-ayar-dislisi-ch2188-ekersan","ELSA195-225 AYAR DİŞLİSİ","CH2188","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","2","671.88","https://frenciniz.com/urun/514/elsa195-225-ayar-dislisi-ch2188-ekersan"
"515","elsa-225-ayar-dislisi-ch2068-ekersan","ELSA 225 AYAR DİŞLİSİ","CH2068","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","2","1007.16","https://frenciniz.com/urun/515/elsa-225-ayar-dislisi-ch2068-ekersan"
"516","elsa2-195-225-perno-tk-tam-tek-kanalli-ch2045-ekersan","ELSA2-195-225 PERNO TK TAM TEK KANALLI","CH2045","MCK1298 - 85109890 - 9500931 - 5001 866 989","Ekersan","Kaliper Tamir Takımı (Elsa)","KALİPER ÜRÜNLERİ","3","3513.84","https://frenciniz.com/urun/516/elsa2-195-225-perno-tk-tam-tek-kanalli-ch2045-ekersan"
"517","kaliper-masura-bilya-yatagi-takimi-114-mm-ch2039-ekersan","KALİPER MASURA BİLYA YATAĞI TAKIMI (114 MM)","CH2039","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","3","3402.96","https://frenciniz.com/urun/517/kaliper-masura-bilya-yatagi-takimi-114-mm-ch2039-ekersan"
"518","rulman-yatagi-aci-0-113-mm-ch1178-ekersan","Rulman Yatagı Açı 0-113 mm","CH1178","Z002881","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","6","1277.76","https://frenciniz.com/urun/518/rulman-yatagi-aci-0-113-mm-ch1178-ekersan"
"519","piston-tapet-lastik-tamir-takimi-69-mm-ch1127-ekersan","Piston Tapet & Lastik Tamir Takımı 69 mm","CH1127","K001300 - K010603 - K000366 - K092079 - 000 420 2382 - 000 420 4082 - 000 420 4982 - 81.50822.6020 - 81.50822.6031 - 1723417","Ekersan","Lastik","FREN KÖRÜKLERİ","12","831.6","https://frenciniz.com/urun/519/piston-tapet-lastik-tamir-takimi-69-mm-ch1127-ekersan"
"520","sl7-sm7-ayar-mekanizmasi-y-m-uzun-ch1101-ekersan","SL7/SM7 AYAR MEKANİZMASI Y.M. UZUN","CH1101","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","60","3656.4","https://frenciniz.com/urun/520/sl7-sm7-ayar-mekanizmasi-y-m-uzun-ch1101-ekersan"
"521","sensorsuz-sac-kapak-ch1089-ekersan","SENSÖRSÜZ SAC KAPAK","CH1089","","Ekersan","Sensör","SENSÖR VE UZATMALAR","2","847.44","https://frenciniz.com/urun/521/sensorsuz-sac-kapak-ch1089-ekersan"
"522","sb5-3-kablolu-sensorlu-kapak-mb-ch1078-ekersan","SB5 3 KABLOLU SENSÖRLÜ KAPAK MB","CH1078","","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","10","1565.52","https://frenciniz.com/urun/522/sb5-3-kablolu-sensorlu-kapak-mb-ch1078-ekersan"
"523","sb6-7-sn6-sn7-sk7-na7-st7-3-kalolu-scn-tip-sensorlu-kapak-mb-ch1071-ekersan","SB6-7 SN6/SN7/SK7/NA7/ST7 3 KALOLU SCN TİP SENSÖRLÜ KAPAK MB","CH1071","","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","2","1470.48","https://frenciniz.com/urun/523/sb6-7-sn6-sn7-sk7-na7-st7-3-kalolu-scn-tip-sensorlu-kapak-mb-ch1071-ekersan"
"524","sb6-7-sn6-sn7-sk7-na7-st7-3-kalolu-sensorlu-kapak-mb-ch1070-ekersan","SB6-7 SN6/SN7/SK7/NA7/ST7 3 KALOLU SENSÖRLÜ KAPAK MB","CH1070","","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","6","1454.64","https://frenciniz.com/urun/524/sb6-7-sn6-sn7-sk7-na7-st7-3-kalolu-sensorlu-kapak-mb-ch1070-ekersan"
"525","sn6-sn7-sk7-na7-st7-rulman-yatagi-aci-0-113-mm-ch1044-ekersan","SN6/SN7/SK7/NA7/ST7 RULMAN YATAĞI AÇI 0-113 mm","CH1044","Z002881","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","6","1166.88","https://frenciniz.com/urun/525/sn6-sn7-sk7-na7-st7-rulman-yatagi-aci-0-113-mm-ch1044-ekersan"
"526","sn6-sn7-sk7-na7-st7-sl7-sm7-milsiz-kopru-baglantisi-ch1042-ekersan","SN6/SN7/SK7/NA7/ST7/SL7/SM7 MİLSİZ KÖPRÜ BAĞLANTISI","CH1042","","Ekersan","Kaliper Tamir Takımı (Wabco)","KALİPER ÜRÜNLERİ","6","1437.48","https://frenciniz.com/urun/526/sn6-sn7-sk7-na7-st7-sl7-sm7-milsiz-kopru-baglantisi-ch1042-ekersan"
"527","perno-tamir-takimi-ch1039-ekersan","Perno Tamir Takımı","CH1039","K000472 - K017707 - 000 420 3482 - 81.50822.6019 - 1723416 - 42541412 - 09.801.06.33.0 - 3 434 3812 00","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","66","1741.08","https://frenciniz.com/urun/527/perno-tamir-takimi-ch1039-ekersan"
"528","yayli-sabit-ayar-mekanizmasi-ch1030-ekersan","Yaylı Sabit Ayar Mekanizması","CH1030","CKSK.10.1","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","49","208.56","https://frenciniz.com/urun/528/yayli-sabit-ayar-mekanizmasi-ch1030-ekersan"
"529","ayar-mekanizmasi-ch1029-ekersan","Ayar Mekanizması","CH1029","CKSK.10.30","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","99","1038.84","https://frenciniz.com/urun/529/ayar-mekanizmasi-ch1029-ekersan"
"530","sb6-sb7-perno-tamir-takimi-ch1025-ekersan","SB6/SB7 PERNO TAMİR TAKIMI","CH1025","K000132 - 000 420 1082 - 000 420 2182 - 1390426 - 1798063 - 2121644","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","3","1805.76","https://frenciniz.com/urun/530/sb6-sb7-perno-tamir-takimi-ch1025-ekersan"
"531","sb6-7-sn6-sn7-sk7-na7-st7-sensorsuz-kapak-ch1019-ekersan","SB6-7 SN6/SN7/SK7/NA7/ST7 SENSÖRSÜZ KAPAK","CH1019","CKSK.16.1","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","6","638.88","https://frenciniz.com/urun/531/sb6-7-sn6-sn7-sk7-na7-st7-sensorsuz-kapak-ch1019-ekersan"
"532","sb5-ayar-dislisi-alti-kose-ch1012-ekersan","SB5 AYAR DİŞLİSİ ALTI KÖŞE","CH1012","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","1","256.08","https://frenciniz.com/urun/532/sb5-ayar-dislisi-alti-kose-ch1012-ekersan"
"533","ford-cargo-on-suspansiyon-korugu-pistonsuz-421889-s-ekersan","FORD CARGO ÖN SÜSPANSİYON KÖRÜĞÜ PİSTONSUZ","421889.S","9C465580BAS","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","29","1874.4","https://frenciniz.com/urun/533/ford-cargo-on-suspansiyon-korugu-pistonsuz-421889-s-ekersan"
"534","ford-cargo-on-suspansyon-koruk-komple-421889-c-ekersan","FORD CARGO ÖN SÜSPANSYON KÖRÜK KOMPLE","421889.C","9C465580BAN , t179769","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","5","2956.8","https://frenciniz.com/urun/534/ford-cargo-on-suspansyon-koruk-komple-421889-c-ekersan"
"535","arfesan-36-lik-dingil-kaldirma-korugu-arf-36-lik-sfk-ekersan","ARFESAN 36 LIK DİNGİL KALDIRMA KÖRÜĞÜ","ARF 36 LIK SFK","01.14.00.113","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","56","3762","https://frenciniz.com/urun/535/arfesan-36-lik-dingil-kaldirma-korugu-arf-36-lik-sfk-ekersan"
"536","arfesan-24-luk-fren-korugu-arf-24-sfk-ekersan","ARFESAN 24 LUK FREN KÖRÜĞÜ","ARF 24 SFK","01.62.00.250 - 01.62.00.267","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","118","1980","https://frenciniz.com/urun/536/arfesan-24-luk-fren-korugu-arf-24-sfk-ekersan"
"537","24v-15-li-ebs-kablosu-eyd-80-34-ekersan","24V 15'Lİ EBS KABLOSU","EYD 80 34","","Ekersan","EBS Modülatör","SENSÖR VE UZATMALAR","3","79.2","https://frenciniz.com/urun/537/24v-15-li-ebs-kablosu-eyd-80-34-ekersan"
"538","24v-elektrik-kablosu-disi-eyd-80-33-ekersan","24V ELEKTRİK KABLOSU (DİŞİ)","EYD 80 33","","Ekersan","Elektrik Kablosu","SENSÖR VE UZATMALAR","5","28.38","https://frenciniz.com/urun/538/24v-elektrik-kablosu-disi-eyd-80-33-ekersan"
"539","24v-elektrik-kablosu-erkek-eyd-80-32-ekersan","24V ELEKTRİK KABLOSU (ERKEK)","EYD 80 32","","Ekersan","Elektrik Kablosu","SENSÖR VE UZATMALAR","3","28.38","https://frenciniz.com/urun/539/24v-elektrik-kablosu-erkek-eyd-80-32-ekersan"
"540","semi-ve-nurmek-dingil-porya-kapagi-icten-yivli-eyd-700-43-ekersan","SEMİ VE NURMEK DİNGİL PORYA KAPAĞI İÇTEN YİVLİ","EYD 700 43","","Ekersan","Porya","PORYA","21","528","https://frenciniz.com/urun/540/semi-ve-nurmek-dingil-porya-kapagi-icten-yivli-eyd-700-43-ekersan"
"541","axl-porya-kapagi-12-ton-sac-138-2-eyd-700-31-1-ekersan","AXL PORYA KAPAĞI 12 TON (SAÇ) 138*2","EYD 700 31-1","","Ekersan","Porya","PORYA","43","528","https://frenciniz.com/urun/541/axl-porya-kapagi-12-ton-sac-138-2-eyd-700-31-1-ekersan"
"542","volvo-renault-porya-kapagi-eyd-700-26-ekersan","VOLVO RENAULT PORYA KAPAĞI","EYD 700 26","","Ekersan","Porya","PORYA","4","528","https://frenciniz.com/urun/542/volvo-renault-porya-kapagi-eyd-700-26-ekersan"
"543","alman-dingil-bp-dors-kucuk-yay-eyd-70-13-ekersan","ALMAN DİNGİL BP DORS KÜÇÜK YAY","EYD 70 13","","Ekersan","Dingil","SÜSP. KÖRÜĞÜ","120","59.4","https://frenciniz.com/urun/543/alman-dingil-bp-dors-kucuk-yay-eyd-70-13-ekersan"
"544","sensor-l-100-cm-kampana-ef-4410328090-ekersan","SENSÖR L 100 CM KAMPANA","EF-4410328090","ATF 5030","Ekersan","Fren Kampanası","KAMPANA","98","495","https://frenciniz.com/urun/544/sensor-l-100-cm-kampana-ef-4410328090-ekersan"
"545","145-175-205-9-14-nbr-absli-arka-porya-atego-cdf-88181-ekersan","145*175/205*9/14 NBR ABSLİ ARKA PORYA ATEGO","CDF-88181","","Ekersan","Porya","PORYA","10","17.99","https://frenciniz.com/urun/545/145-175-205-9-14-nbr-absli-arka-porya-atego-cdf-88181-ekersan"
"546","75-100-10-13-nbr-arka-dis-scania-cdf-88171-ekersan","75*100**10/13 NBR ARKA DIŞ SCANIA","CDF-88171","","Ekersan","Keçe","PORYA","8","9.39","https://frenciniz.com/urun/546/75-100-10-13-nbr-arka-dis-scania-cdf-88171-ekersan"
"547","117-158-17-80-bpw-dingil-ym-tirnakli-cdf-88029-ekersan","117*158*17,80 BPW DİNGİL YM TIRNAKLI","CDF-88029","0256647400","Ekersan","Dingil","SÜSP. KÖRÜĞÜ","40","17.49","https://frenciniz.com/urun/547/117-158-17-80-bpw-dingil-ym-tirnakli-cdf-88029-ekersan"
"548","kaliper-plastik-tapa-60-6064-ekersan","KALİPER PLASTİK TAPA","60-6064","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","10","580.8","https://frenciniz.com/urun/548/kaliper-plastik-tapa-60-6064-ekersan"
"549","komple-koruk-plstik-piston-424159-cp-ekersan","KOMPLE KÖRÜK PLSTİK  PİSTON","424159.CP","UJA0894001 , MLF7035","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","21","3036","https://frenciniz.com/urun/549/komple-koruk-plstik-piston-424159-cp-ekersan"
"550","ebs-dorse-kontrol-ventili-tamir-takimi-303-08-0001-02-ekersan","Ebs Dorse Kontrol Ventili Tamir Takimi","303.08.0001.02","","Ekersan","EBS Modülatör","SENSÖR VE UZATMALAR","1","29.3","https://frenciniz.com/urun/550/ebs-dorse-kontrol-ventili-tamir-takimi-303-08-0001-02-ekersan"
"551","ebs-dingil-kaldirma-bobini-rekorsuz-4630840410-303-04-0013-ekersan","EBS DİNGİL KALDIRMA BOBİNİ REKORSUZ 4630840410","303.04.0013","4630840410","Ekersan","Dingil","SÜSP. KÖRÜĞÜ","10","58.87","https://frenciniz.com/urun/551/ebs-dingil-kaldirma-bobini-rekorsuz-4630840410-303-04-0013-ekersan"
"552","arfesan-16-lik-sfk-disk-fren-korugu-arf-16-sfk-ekersan","ARFESAN 16 LIK SFK DİSK FREN KÖRÜĞÜ","ARF 16 SFK","01.116.00.82","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","104","1980","https://frenciniz.com/urun/552/arfesan-16-lik-sfk-disk-fren-korugu-arf-16-sfk-ekersan"
"553","arfesan-16-24-d-d-disk-tipi-dorse-imdatli-koruk-arf-16-24-d-d-ekersan","ARFESAN 16/24 D/D DİSK TİPİ DORSE İMDATLI KÖRÜK","ARF 16/24 D/D","03.130.00.188","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","13","2970","https://frenciniz.com/urun/553/arfesan-16-24-d-d-disk-tipi-dorse-imdatli-koruk-arf-16-24-d-d-ekersan"
"554","elsa-2-radial-rnlt-420-mn-tga-set-sol-fx-2030-ekersan","ELSA-2 RADIAL RNLT 420 - MN TGA SET SOL","FX-2030","","Ekersan","Kaliper Tamir Takımı (Elsa)","KALİPER ÜRÜNLERİ","1","8948.28","https://frenciniz.com/urun/554/elsa-2-radial-rnlt-420-mn-tga-set-sol-fx-2030-ekersan"
"555","frenco-sb6-sb7-perno-tamir-takimi-10-1294-ekersan","FRENCO SB6/SB7 PERNO TAMİR TAKIMI","10-1294","K105599K55, 2286677","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","2","1726.56","https://frenciniz.com/urun/555/frenco-sb6-sb7-perno-tamir-takimi-10-1294-ekersan"
"556","disk-balatasi-29171-29158-42230-1-290-ekersan","Disk Balatası (29171-29158)","42230/1-290","29158 - 29171","Ekersan","Fren Balatası","BALATA","113","2006.4","https://frenciniz.com/urun/556/disk-balatasi-29171-29158-42230-1-290-ekersan"
"557","30-luk-servis-kampana-korugu-8108-ekersan","30 LUK SERVİS KAMPANA KÖRÜĞÜ","8108","8682644620046","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1238","1267.2","https://frenciniz.com/urun/557/30-luk-servis-kampana-korugu-8108-ekersan"
"558","bpw-eskol-tm-tk-yarim-eyd-100-71-1-ekersan","BPW ESKOL TM TK YARIM","EYD 100 71-1","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","296","396","https://frenciniz.com/urun/558/bpw-eskol-tm-tk-yarim-eyd-100-71-1-ekersan"
"559","porya-flansi-diskli-scb9010-9-schmitz-dorse-flansi-esp-18-23-01-ekersan","PORYA FLANŞI DİSKLİ SCB9010/9 - SCHMITZ DORSE FLANŞI","ESP.18.23.01","1004054","Ekersan","Porya","PORYA","1","5616.6","https://frenciniz.com/urun/559/porya-flansi-diskli-scb9010-9-schmitz-dorse-flansi-esp-18-23-01-ekersan"
"560","tip-36-dingil-kaldirma-korugu-bk-00-0036-ekersan","TİP 36 DİNGİL KALDIRMA KÖRÜĞÜ","BK 00 0036","8682644620381","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","6","2970","https://frenciniz.com/urun/560/tip-36-dingil-kaldirma-korugu-bk-00-0036-ekersan"
"561","tip-16-24-d-p-disk-imdat-fren-korugu-bk-01-1624-ekersan","TİP 16/24 D/P DİSK İMDAT FREN KÖRÜĞÜ","BK 01 1624","8682644620299","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","2","5940","https://frenciniz.com/urun/561/tip-16-24-d-p-disk-imdat-fren-korugu-bk-01-1624-ekersan"
"562","tip-20-disk-servis-fren-korugu-bk-04-0020-ekersan","TİP 20 DİSK SERVİS FREN KÖRÜĞÜ","BK 04 0020","8682644620145 8682644620152","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","2","1650","https://frenciniz.com/urun/562/tip-20-disk-servis-fren-korugu-bk-04-0020-ekersan"
"563","porya-serin-dorse-plot-kampanali-kisa-804708-serin-kodu-esp-26-27-ekersan","PORYA SERİN DORSE PLOT KAMPANALI KISA (804708) SERİN KODU","ESP.26.27","","Ekersan","Porya","PORYA","3","8045.4","https://frenciniz.com/urun/563/porya-serin-dorse-plot-kampanali-kisa-804708-serin-kodu-esp-26-27-ekersan"
"564","ford-kargo-kizagi-kizak-30535-ekersan","FORD KARGO KIZAĞI","KIZAK 30535","","Ekersan","Kızak","KALİPER ÜRÜNLERİ","2","3960","https://frenciniz.com/urun/564/ford-kargo-kizagi-kizak-30535-ekersan"
"565","porya-hs-ecoplus-hz-ecoplus-12-ton-porya-yeni-urun-esp-16-12-17-ekersan","PORYA HS.. ECOPLUS - HZ.. ECOPLUS 12 TON PORYA (YENİ ÜRÜN)","ESP.16.12.17","0327243420","Ekersan","Porya","PORYA","2","5768.4","https://frenciniz.com/urun/565/porya-hs-ecoplus-hz-ecoplus-12-ton-porya-yeni-urun-esp-16-12-17-ekersan"
"566","koruk-426290-s1-ekersan","KÖRÜK","426290.S1","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","4","1821.6","https://frenciniz.com/urun/566/koruk-426290-s1-ekersan"
"567","porya-scania-y-m-diskli-cekici-euro-6-esp-03-16-ekersan","PORYA SCANIA Y.M.DİSKLİ ÇEKİCİ EURO 6","ESP.03.16","2290525, 1822615, 2603319","Ekersan","Porya","PORYA","1","7741.8","https://frenciniz.com/urun/567/porya-scania-y-m-diskli-cekici-euro-6-esp-03-16-ekersan"
"568","scania-teker-kecesi-yeni-model-arka-ic-142-170-15-16-cdf-88170-ekersan","SCANIA TEKER KEÇESİ YENİ MODEL ARKA İÇ 142/170/15-16","CDF-88170","1740992","Ekersan","Keçe","PORYA","8","19.69","https://frenciniz.com/urun/568/scania-teker-kecesi-yeni-model-arka-ic-142-170-15-16-cdf-88170-ekersan"
"569","kizak-volvo-kizak-30505-ekersan","KIZAK VOLVO","KIZAK 30505","68322778 , 3092253","Ekersan","Kızak","KALİPER ÜRÜNLERİ","2","3960","https://frenciniz.com/urun/569/kizak-volvo-kizak-30505-ekersan"
"570","kizak-renault-420-kizak-30502-ekersan","KIZAK RENAULT 420","KIZAK 30502","68323675 , 68323673","Ekersan","Kızak","KALİPER ÜRÜNLERİ","1","3960","https://frenciniz.com/urun/570/kizak-renault-420-kizak-30502-ekersan"
